0,1,2,3,4,5,6,7,8,9
0.187892,0.1678429,-0.3429808,0.4000929,-0.20797722,0.0608972,-0.61931634,-0.06432823,-0.2226309,0.3148715
-0.44239995,-0.560052,-0.42844924,0.011576862,-0.13815615,0.3022722,0.10631321,0.42333934,-0.1255002,-0.16711153
-0.35999915,0.010279895,0.23185721,-0.26995018,0.09277437,-0.22922555,0.37844506,-0.39460105,-0.6114276,0.2034676
-0.49306193,-0.6182748,0.2719313,-0.061216045,0.50831085,-0.3281817,0.3416424,-0.16979575,-0.40364167,-0.58208305
-0.62132406,-0.034037136,-0.19776262,0.07842751,0.4747409,0.41342902,0.2686346,-0.30647627,-0.47634655,-0.59314245
0.16684839,-0.3057346,0.019902255,-0.20730942,0.21145758,0.22394797,-0.10531837,-0.4384967,0.39982644,0.27607143
0.44204956,-0.023370797,-0.2984839,0.052489195,0.41538554,-0.20506185,-0.06650162,-0.48142835,-0.2532161,-0.06150129
0.049690194,0.34962472,-0.41135934,-0.293719,-0.14990212,0.027280709,-0.12514448,0.24257077,-0.5717242,0.17898385
-0.31964794,-0.7183018,0.26450852,-0.054385535,-0.12000365,-0.048748013,0.19301105,0.18170388,-0.68822795,-0.4170538
0.4660393,-0.019350108,-0.35622135,-0.33820227,-0.41128033,-0.68930036,-0.031154057,-0.53437495,0.41933462,0.3767737
0.25073743,-0.08639393,0.49346492,0.14235038,0.15135007,-0.21309388,0.14625376,-0.38826934,-0.36299685,-0.44692597
-0.09622629,-0.09222524,-0.14042136,-0.04888449,0.5589831,-0.12250951,-0.4867762,0.580304,-0.24049461,-0.2028036
-0.5822539,-0.61861396,0.3097141,0.058501475,0.017165726,0.4203509,0.1473756,0.0008725275,-0.6333425,-0.020893171
-0.59886336,0.11054892,0.01797329,0.21673642,0.18861271,0.39538395,-0.053630337,0.23265624,-0.5289948,0.42628542
0.2110239,-0.22935489,0.081386805,0.2242041,0.017939646,0.28840777,0.060847368,-0.62531763,0.34291962,0.083775066
-0.011043649,0.44710627,-0.4217905,-0.35208732,-0.40474564,-0.52145123,0.3056692,-0.010972134,0.18463859,0.0849355
0.01571386,-0.4660098,-0.33700627,0.28961056,0.31237552,-0.2012695,0.07915123,-0.2355663,-0.37957603,-0.44035482
-0.29031256,0.4197567,-0.08445781,0.45920256,-0.29690847,0.23252223,-0.37811464,-0.022108598,-0.543109,0.34055394
-0.060028628,-0.62431264,0.19341698,0.39121962,-0.13825291,0.17471577,0.14139825,0.34758425,-0.35674253,-0.58648616
-0.89088064,0.11750886,-0.30401108,0.2582062,0.1302963,0.040700108,0.044704437,0.36110786,-0.3469893,-0.45743144
-0.27546614,0.2839741,-0.081919834,0.43456897,0.047756046,0.3745632,0.20898429,-0.4382113,-0.57778144,-0.23571225
0.30593333,0.22495309,0.24269386,0.32035074,0.18600158,0.159335,-0.63833404,0.20701881,0.31776062,-0.17814961
-0.7901816,0.051313628,0.440223,0.20381282,-0.30876276,0.33382413,0.041516546,-0.37058827,-0.039808065,-0.1857094
0.30988348,-0.2823921,-0.10000871,0.23665845,-0.22325958,-0.49676856,0.23319742,-0.53498316,0.28355747,0.33920696
-0.036751587,-0.7954229,0.215184,-0.099876106,0.30134627,0.18743534,0.3569664,-0.031512424,-0.10769602,-0.5216635
-0.08538196,0.5495635,-0.31341693,-0.37004897,-0.21099445,-0.358705,0.48012042,-0.23680696,-0.1630844,-0.16745687
-0.12418459,-0.49682984,-0.4633778,0.023484968,-0.036838017,0.21763037,-0.08136912,0.25471893,-0.5749058,0.2529029
0.448825,0.43452647,-0.412802,-0.5195799,-0.45535907,-0.30639076,-0.16066065,-0.01987451,0.36154613,0.54066634
0.47861028,-0.2458957,0.12445793,-0.3977956,-0.39757666,0.13919042,-0.5556874,-0.02441677,0.50223505,-0.28444558
0.26660547,-0.14650854,0.109500326,0.19320042,-0.49825847,-0.19347668,-0.582557,-0.16738352,0.39899603,0.46149337
0.49683842,0.20884462,-0.18082301,-0.22487415,-0.3577719,-0.2656333,-0.6700944,-0.5144817,0.0060859034,0.23839614
-0.48513052,0.36020476,-0.2843741,0.08657352,0.46821192,-0.2048614,-0.12085202,0.27438545,0.19942921,-0.06614149
-0.2602474,0.27897477,-0.064719066,-0.45403072,-0.30900618,-0.18055293,-0.28062233,0.43735334,-0.5819909,0.44352326
-0.091546185,0.061472025,0.068033025,0.043894432,-0.34426412,0.25944594,-0.4827229,0.35252637,0.34280097,-0.39719978
-0.28728497,-0.45843616,0.06832121,-0.07829548,0.33617404,0.041450158,-0.18917994,0.52442783,0.09501622,0.52635515
0.39581817,0.14029577,-0.29949075,0.1262114,-0.35776675,-0.19802737,0.4358603,-0.16501695,0.4904116,-0.43421862
0.116210155,0.45741758,-0.39911518,-0.21979003,-0.109801404,0.5693479,-0.06580837,0.08140643,-0.32681295,-0.3063676
0.04037447,0.49628088,-0.16862535,-0.5101652,-0.14296927,-0.35243186,0.24626127,-0.6305676,0.15634301,0.35655457
0.05314568,-0.5373719,-0.28981343,-0.09162847,0.28419334,-0.15705626,-0.074526004,-0.12500316,-0.50488245,0.3680761
0.3046286,-0.76451004,0.07267275,-0.21543239,0.1033765,0.19785863,-0.003037014,0.064738296,-0.80614084,-0.5263041
0.29855242,-0.4140867,-0.2076964,0.05710696,0.1665038,0.15860784,-0.45552042,-0.06717791,-0.15824603,-0.2970903
0.39988494,0.494158,0.08316267,-0.6056442,0.2864463,-0.6344825,-0.24495256,0.13079846,0.024284003,0.0026470833
-0.5228334,0.28340673,-0.5408843,-0.077966385,-0.47886023,0.044118382,0.35884956,-0.43748495,0.36175022,0.48461583
0.15664867,0.01559784,-0.537338,0.17432263,-0.24490201,-0.51561457,0.06926695,0.37160087,-0.6457702,0.28071383
0.030926485,-0.05489521,0.44763583,-0.046542615,0.14501704,-0.34500897,0.25545487,0.15915202,-0.54370457,-0.36127758
0.1331099,0.34681365,-0.01859863,0.34793803,-0.14131197,0.060177386,-0.64336675,0.1904401,-0.064427674,0.07261112
-0.1988454,0.07778739,-0.26210496,-0.37860236,0.01835376,-0.3153447,-0.2177695,0.42863318,0.4399905,-0.19382156
-0.31765866,-0.48464572,0.1234437,-0.06381737,-0.47848934,-0.004576144,0.35315385,0.098171696,0.11557952,0.38653842
0.116520025,-0.6746889,-0.06278837,-0.0010389939,0.078786254,0.27115303,0.1314646,0.26840305,-0.66613823,-0.5683876
0.10777152,-0.111371964,-0.11654496,-0.0513305,-0.51864797,-0.4090984,0.22604354,-0.55605024,0.18013449,0.36201423
0.19597216,-0.114772044,0.3234463,0.014796143,-0.34202513,0.38342124,-0.24577826,0.42998713,-0.2262741,-0.26281956
0.17594902,0.3538841,0.28245336,-0.5305263,0.31424978,-0.5301622,0.07003899,-0.61412805,0.38224298,-0.28059876
0.2527817,-0.10453955,0.55739546,0.26072183,-0.46529943,-0.30763838,0.31898507,-0.19552293,-0.1139154,-0.11666923
-0.06739964,0.296975,-0.09617878,-0.16480115,0.18310396,-0.49582016,-0.70869297,0.37609532,0.39324474,0.09154408
-0.35823077,0.49062276,0.014261851,-0.31615376,-0.30715403,0.31306267,0.06348987,-0.45484734,0.3022063,0.30437943
0.56778455,-0.74617237,0.37240386,-0.38760018,0.24688552,-0.19553636,-0.64206874,0.494441,0.23796833,-0.29496998
-0.07965954,-0.58998877,-0.072007686,0.5497722,-0.2445129,-0.020979227,0.12845469,-0.09291208,0.35451645,-0.48723185
-0.08770256,0.10311838,0.42839602,0.15831687,0.055219416,0.1950587,0.09278994,-0.60179347,0.46235275,-0.44115806
-0.380529,-0.5198627,-0.26298794,0.03303567,-0.1663751,0.27747783,-0.07191535,0.10589409,0.39293715,-0.08014072
-0.34435934,-0.2233693,0.33080146,0.06039029,0.367521,-0.19330242,-0.05744234,-0.2443651,0.37527156,-0.045167547
0.237776,0.25997716,-0.22433174,-0.14316396,0.14324053,-0.49842796,0.41544142,-0.46178582,0.058861263,-0.30611768
-0.3415862,-0.14924684,-0.049752846,-0.11821343,-0.28602958,-0.08525654,0.15717651,0.3134996,-0.54553777,0.52435076
-0.51600236,-0.44526744,0.3782264,-0.18808357,0.3351067,-0.09346804,0.19087909,0.031636916,-0.1369653,-0.25984856
0.08541574,0.35806888,0.51878065,-0.38530976,-0.39015725,-0.34025827,-0.31060547,-0.4956394,-0.36102283,-0.022817578
